Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
18/03/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,51388440,138000,89,0,577398.0,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--wmse
20/04/2026,,Երևան,Նոր Նորք,59580800,160000,75,0,794410.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-nor-norqum--wbn8
20/04/2026,,Կոտայք,Առինջ գյուղ,93000000,249744,112,0,830357.0,4,"=""1/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq--wbv8
24/03/2026,21/04/2026,Երևան,Արաբկիր,36000000,96675,49,0,734693.0,2,"=""8/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wjx2
13/04/2026,20/04/2026,Երևան,Արաբկիր,42823700,115000,45,0,951637.0,1,"=""3/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-komitasum--wbea
03/04/2026,21/04/2026,Երևան,Նոր Նորք,24204700,65000,39,0,620633.0,1,"=""5/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-2-rd-masivum--wucz
13/04/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,44313220,119000,78,0,568118.0,3,"=""3/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--wb9j
20/04/2026,,Երևան,Նոր Նորք,21598040000,58000000,120,0,179983666.0,4,"=""1/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-2-rd-masivum--wbve
14/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,48409400,130000,87,0,556429.0,3,"=""13/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--wm87
27/03/2026,20/04/2026,Երևան,Կենտրոն,42823700,115000,43,0,995900.0,2,"=""7/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wj5b
17/04/2026,20/04/2026,Երևան,Նոր Նորք,38355140,103000,61,0,628772.0,3,"=""3/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--wbj2
17/04/2026,20/04/2026,Երևան,Նոր Նորք,39844660,107000,68,0,585950.0,3,"=""2/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-1-in-masivum--wbjn
14/04/2026,20/04/2026,Երևան,Արաբկիր,60697940,163000,58,0,1046516.0,2,"=""11/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wbyj
09/04/2026,20/04/2026,Երևան,Կենտրոն,106128300,285000,105,0,1010745.0,3,"=""10/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wuvo
14/04/2026,20/04/2026,Երևան,Արաբկիր,74476000,200000,89,0,836808.0,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wbxc
04/04/2026,20/04/2026,Երևան,Արաբկիր,59208420,159000,75,0,789445.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wuhs
11/03/2026,20/04/2026,Երևան,Նոր Նորք,54739860,147000,96,0,570206.0,4,"=""5/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-2-rd-masivum--wzat
16/03/2026,21/04/2026,Երևան,Արաբկիր,48409400,130000,95,0,509572.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wmzt
20/04/2026,,Երևան,Քանաքեռ Զեյթուն,45000000,120844,67,0,671641.0,2,"=""7/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--wbng
09/04/2026,20/04/2026,Երևան,Արաբկիր,70752200,190000,50,0,1415044.0,2,"=""7/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wusx
09/04/2026,20/04/2026,Երևան,Արաբկիր,43568460,117000,67,0,650275.0,2,"=""1/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wua0
20/04/2026,,Երևան,Արաբկիր,59953180,161000,81,0,740162.0,3,"=""2/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wbkx
14/03/2026,20/04/2026,Երևան,Կենտրոն,70379820,189000,73,0,964107.0,3,"=""4/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wm88
17/04/2026,21/04/2026,Երևան,Նոր Նորք,32024680,86000,65,0,492687.0,2,"=""1/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-7-rd-masivum--wbuw
10/03/2026,20/04/2026,Երևան,Կենտրոն,68890300,185000,52,0,1324813.0,2,"=""2/3""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wzae
20/04/2026,,Երևան,Կենտրոն,155654840,418000,71,0,2192321.0,3,"=""9/19""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wbn3
28/03/2026,20/04/2026,Երևան,Նոր Նորք,32769440,88000,74,0,442830.0,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-2-rd-masivum--wjko
20/04/2026,,Երևան,Դավթաշեն,52133200,140000,92,0,566665.0,4,"=""8/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-davtashenum--wbkc
20/04/2026,,Երևան,Կենտրոն,117299700,315000,130,0,902305.0,4,"=""3/10""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wbs7
29/03/2026,22/04/2026,Երևան,Աջափնյակ,75965520,204000,110,0,690595.0,3,"=""7/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-shinararnerum--wj2f
11/04/2026,20/04/2026,Երևան,Կենտրոն,100542600,270000,86,0,1169100.0,3,"=""1/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wb4t
16/04/2026,20/04/2026,Երևան,Կենտրոն,61442700,165000,76,0,808456.0,3,"=""16/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wbm3
03/04/2026,20/04/2026,Երևան,Արաբկիր,47664640,128000,65,0,733302.0,2,"=""12/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wu8x
09/04/2026,20/04/2026,Երևան,Դավթաշեն,62559840,168000,100,0,625598.0,3,"=""9/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--wus4
11/03/2026,20/04/2026,Արմավիր,Էջմիածին քաղաք,25694220,69000,47,0,546685.0,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq--wzs3
20/04/2026,,Կոտայք,Առինջ գյուղ,470000,1262,63,0,7460.0,2,"=""2/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq--wbk2
14/03/2026,20/04/2026,Երևան,Նոր Նորք,53622720,144000,94,0,570454.0,3,"=""15/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-5-rd-masivum--wmis
20/04/2026,,Երևան,Արաբկիր,44313220,119000,53,0,836098.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wbkw
21/01/2026,20/04/2026,Երևան,Նոր Նորք,36493240,98000,78,0,467862.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-2-rd-masivum--wy7j
20/04/2026,,Երևան,Դավթաշեն,55112240,148000,88,0,626275.0,3,"=""3/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--wbka
17/04/2026,21/04/2026,Երևան,Արաբկիր,50271300,135000,87,0,577831.0,3,"=""6/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wbui
20/04/2026,,Երևան,Կենտրոն,57718900,155000,46,0,1254758.0,2,"=""6/20""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wbvr
20/04/2026,,Երևան,Արաբկիր,54367480,146000,63,0,862975.0,3,"=""5/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wbv5
20/04/2026,,Երևան,Մալաթիա Սեբաստիա,35376100,95000,65,0,544247.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-leningradyanum--wbvk
16/04/2026,20/04/2026,Երևան,Կենտրոն,87509300,235000,105,0,833421.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wbm5
20/04/2026,,Երևան,Քանաքեռ Զեյթուն,45000000,120844,67,0,671641.0,2,"=""7/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--wbne
06/04/2026,20/04/2026,Երևան,Արաբկիր,52133200,140000,43,0,1212400.0,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wubg
20/04/2026,,Երևան,Արաբկիր,59953180,161000,81,0,740162.0,3,"=""2/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wbki
19/04/2026,,Երևան,Շենգավիթ,48000000,128900,74,0,648648.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--wbac
30/03/2026,20/04/2026,Երևան,Արաբկիր,57718900,155000,109,0,529531.0,4,"=""7/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--wjla
24/03/2026,20/04/2026,Երևան,Արաբկիր,29418020,79000,42,0,700429.0,1,"=""8/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-arabkirum--wjy3
14/03/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,53995100,145000,100,0,539951.0,4,"=""3/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-zeytunum--wmfx
14/03/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,61442700,165000,125,0,491541.0,5,"=""4/5""",Բնակարան,https://www.senyak.am/5-senyakanoc-bnakarani-vacharq-zeytunum--wmf1
16/04/2026,20/04/2026,Երևան,Կենտրոն,102553452,275400,68,0,1508139.0,2,"=""16/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wbm0
20/04/2026,,Երևան,Շենգավիթ,37238000,100000,100,0,372380.0,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-shengavitum--wbvv
09/04/2026,20/04/2026,Երևան,Արաբկիր,48409400,130000,80,0,605117.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wuap
09/04/2026,20/04/2026,Երևան,Արաբկիր,53995100,145000,72,0,749931.0,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wusk
20/04/2026,,Երևան,Կենտրոն,117299700,315000,130,0,902305.0,4,"=""3/10""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wbsn
20/04/2026,,Երևան,Արաբկիր,44313220,119000,59,0,751071.0,2,"=""6/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wbs5
17/03/2026,21/04/2026,Երևան,Ավան,30535160,82000,60,0,508919.0,2,"=""3/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--wm3u
13/04/2026,20/04/2026,Երևան,Ավան,27556120,74000,60,0,459268.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--wbdo
09/04/2026,20/04/2026,Երևան,Արաբկիր,33141820,89000,67,0,494654.0,2,"=""4/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-qanaqerum--wuss
20/04/2026,,Երևան,Կենտրոն,115437800,310000,100,0,1154378.0,4,"=""3/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wbn4
20/04/2026,,Երևան,Նոր Նորք,49526540,133000,80,0,619081.0,3,"=""10/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-5-rd-masivum--wbva
20/04/2026,,Երևան,Ավան,29000000,77877,50,0,580000.0,2,"=""13/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-avanum--wbsr
17/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,48409400,130000,84,0,576302.0,3,"=""12/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--wm57
16/03/2026,21/04/2026,Երևան,Արաբկիր,36120860,97000,58,0,622773.0,2,"=""1/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wmbk
31/03/2026,21/04/2026,Երևան,Քանաքեռ Զեյթուն,26811360,72000,54,0,496506.0,1,"=""8/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-qanaqer-zeytunum--wu65
24/03/2026,20/04/2026,Երևան,Շենգավիթ,46547500,125000,85,0,547617.0,3,"=""3/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--wjfr
11/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,13219490000,35500000,64,0,206554531.0,2,"=""8/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-bangladeshum--wzku
13/03/2026,20/04/2026,Երևան,Նոր Նորք,31000000,83248,56,0,553571.0,3,"=""8/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-2-rd-masivum--wmev
09/04/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,26066600,70000,30,0,868886.0,1,"=""3/4""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-leningradyanum--wusa
16/04/2026,20/04/2026,Երևան,Կենտրոն,44685600,120000,56,0,797957.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wbz1
24/03/2026,20/04/2026,Երևան,Արաբկիր,39099900,105000,54,0,724072.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-monumentum--wjyz
12/04/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,46547500,125000,60,0,775791.0,2,"=""6/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-qanaqer-zeytunum--wb6c
20/04/2026,,Երևան,Կենտրոն,57718900,155000,46,0,1254758.0,2,"=""6/20""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wbv0
20/04/2026,,Երևան,Արաբկիր,80000000,214834,113,0,707964.0,4,"=""4/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--wbk5
24/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,35000000,93990,64,0,546875.0,2,"=""8/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--wjxa
17/03/2026,20/04/2026,Երևան,Արաբկիր,56601760,152000,70,0,808596.0,3,"=""11/20""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wmre
24/03/2026,20/04/2026,Երևան,Կենտրոն,323970600,870000,215,0,1506840.0,4,"=""5/12""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wjxp
10/04/2026,20/04/2026,Երևան,Նոր Նորք,39099900,105000,65,0,601536.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-1-in-masivum--wu2e
19/03/2026,20/04/2026,Երևան,Կենտրոն,80061700,215000,76,0,1053443.0,3,"=""11/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wm7f
13/04/2026,20/04/2026,Երևան,Նոր Նորք,40961800,110000,62,0,660674.0,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-4-rd-masivum--wbdc
26/03/2026,20/04/2026,Երևան,Էրեբունի,40961800,110000,86,0,476300.0,3,"=""9/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-erebunium--wj3g
16/03/2026,20/04/2026,Երևան,Ավան,35748480,96000,76,0,470374.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wmuw
09/04/2026,20/04/2026,Երևան,Արաբկիր,48409400,130000,80,0,605117.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wuan
14/03/2026,19/04/2026,Երևան,Քանաքեռ Զեյթուն,91233100,245000,118,0,773161.0,3,"=""10/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-raykomum--wm1v
14/04/2026,19/04/2026,Երևան,Կենտրոն,204809000,550000,152,0,1347427.0,4,"=""5/11""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wbyc
24/03/2026,20/04/2026,Երևան,Արաբկիր,34631340,93000,43,0,805380.0,1,"=""3/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-monumentum--wjfh
01/04/2026,20/04/2026,Երևան,Նոր Նորք,35376100,95000,78,0,453539.0,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--wu16
27/03/2026,20/04/2026,Երևան,Նոր Նորք,39099900,105000,80,0,488748.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-4-rd-masivum--wjpw
20/04/2026,,Երևան,Ավան,29000000,77877,50,0,580000.0,2,"=""13/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-avanum--wbsp
20/04/2026,,Երևան,Արաբկիր,44313220,119000,59,0,751071.0,2,"=""6/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wbs3
15/04/2026,19/04/2026,Կոտայք,Աբովյան,29045640,78000,62,0,468478.0,3,"=""5/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-abovyanum--wbhe
17/03/2026,19/04/2026,Երևան,Արաբկիր,55857000,150000,77,0,725415.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wm5s
17/03/2026,20/04/2026,Երևան,Նոր Նորք,31652300,85000,45,0,703384.0,2,"=""3/11""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-2-rd-masivum--wm07
18/04/2026,,Երևան,Արաբկիր,98680700,265000,177,0,557518.0,5,"=""8/9""",Բնակարան,https://www.senyak.am/5-senyakanoc-bnakarani-vacharq-arabkirum--wb0w
20/04/2026,,Երևան,Դավթաշեն,52133200,140000,92,0,566665.0,4,"=""8/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-davtashenum--wbky
02/04/2026,20/04/2026,Երևան,Դավթաշեն,45430360,122000,84,0,540837.0,3,"=""6/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--wuxx
19/04/2026,,Երևան,Շենգավիթ,64421740,173000,73,0,882489.0,3,"=""3/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--wbp8
25/03/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,25321840,68000,54,0,468922.0,1,"=""8/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-qanaqerum--wjzp
20/04/2026,,Երևան,Նոր Նորք,49526540,133000,80,0,619081.0,3,"=""10/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-5-rd-masivum--wbvs
19/04/2026,,Երևան,Քանաքեռ Զեյթուն,61442700,165000,66,0,930950.0,2,"=""2/15""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--wbp6
29/03/2026,19/04/2026,Կոտայք,Հրազդան,11171400,30000,44,0,253895.0,2,"=""3/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-hrazdanum--wj2r
30/03/2026,20/04/2026,Երևան,Ավան,56700000,152263,87,0,651724.0,3,"=""14/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wu4d
24/03/2026,20/04/2026,Երևան,Ավան,24204700,65000,48,0,504264.0,2,"=""7/8""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--wjxs
11/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,33141820,89000,54,0,613737.0,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--wzvd
12/03/2026,20/04/2026,Երևան,Նոր Նորք,32397060,87000,43,0,753420.0,2,"=""3/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-7-rd-masivum--wmw8
13/04/2026,20/04/2026,Երևան,Դավթաշեն,89371200,240000,110,0,812465.0,4,"=""3/18""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--wb9l
11/03/2026,20/04/2026,Երևան,Ավան,37238000,100000,67,0,555791.0,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wzvl
08/03/2026,19/04/2026,Երևան,Նոր Նորք,26066600,70000,41,0,635770.0,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-5-rd-masivum--wzb5
19/04/2026,,Երևան,Շենգավիթ,64421740,173000,73,0,882489.0,3,"=""3/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--wbpi
14/04/2026,20/04/2026,Երևան,Կենտրոն,119161600,320000,80,0,1489520.0,3,"=""10/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wbyh
24/03/2026,18/04/2026,Երևան,Նոր Նորք,32024680,86000,68,0,470951.0,2,"=""1/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-nor-norqum--wj85
20/04/2026,,Երևան,Արաբկիր,80000000,214834,113,0,707964.0,4,"=""4/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--wbk3
20/04/2026,,Երևան,Դավթաշեն,32769440,88000,54,0,606841.0,1,"=""3/13""",Բնակարան,https://www.senyak.am/1-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--wbny
10/04/2026,20/04/2026,Երևան,Արաբկիր,40589420,109000,44,0,922486.0,1,"=""4/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-komitasum--wuvj
30/03/2026,20/04/2026,Երևան,Արաբկիր,51016060,137000,69,0,739363.0,2,"=""5/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wu4u
19/04/2026,,Երևան,Արաբկիր,127353960,342000,124,0,1027048.0,4,"=""8/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wbp2
11/03/2026,20/04/2026,Երևան,Նոր Նորք,46547500,125000,65,0,716115.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-1-in-masivum--wzkd
19/04/2026,,Երևան,Աջափնյակ,47292260,127000,74,0,639084.0,4,"=""1/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-15-kvartalum--wbp1
20/04/2026,,Երևան,Արաբկիր,208160420,559000,215,0,968188.0,5,"=""11/12""",Բնակարան,https://www.senyak.am/5-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wbk6
01/04/2026,20/04/2026,Երևան,Նոր Նորք,34258960,92000,68,0,503808.0,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-5-rd-masivum--wu1g
19/04/2026,,Երևան,Քանաքեռ Զեյթուն,81923600,220000,97,0,844573.0,3,"=""2/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--wbrs
17/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,59580800,160000,110,0,541643.0,4,"=""11/12""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-bangladeshum--wm55
14/03/2026,19/04/2026,Երևան,Կենտրոն,130333000,350000,78,0,1670935.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wm10
31/03/2026,20/04/2026,Երևան,Կենտրոն,50271300,135000,47,0,1069602.0,2,"=""9/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wuef
14/04/2026,20/04/2026,Երևան,Քանաքեռ Զեյթուն,52877960,142000,68,0,777617.0,2,"=""9/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--wbyz
19/04/2026,,Երևան,Քանաքեռ Զեյթուն,65166500,175000,132,0,493685.0,4,"=""4/7""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-zeytunum--wbrn
21/03/2026,20/04/2026,Երևան,Նոր Նորք,33514200,90000,74,0,452894.0,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-8-rd-masivum--wj47
19/04/2026,,Երևան,Արաբկիր,127353960,342000,124,0,1027048.0,4,"=""8/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wbaw
10/04/2026,20/04/2026,Երևան,Նոր Նորք,40961800,110000,75,0,546157.0,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-2-rd-masivum--wuv5
19/04/2026,,Երևան,Մալաթիա Սեբաստիա,33514200,90000,70,0,478774.0,3,"=""10/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-malatiayum--wbaa
30/03/2026,20/04/2026,Երևան,Մալաթիա Սեբաստիա,50271300,135000,82,0,613064.0,4,"=""4/13""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-malatia-sebastiayum--wu44
01/04/2026,19/04/2026,Երևան,Նորք Մարաշ,81923600,220000,96,0,853370.0,3,"=""4/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-norq-marashum--wu9r
